title|file|line|section|speaker|role|liwcScores-Achiev|liwcScores-Adverbs|liwcScores-Affect|liwcScores-Anger|liwcScores-Anx|liwcScores-Article|liwcScores-Assent|liwcScores-AuxVb|liwcScores-Bio|liwcScores-Body|liwcScores-Cause|liwcScores-Certain|liwcScores-CogMech|liwcScores-Conj|liwcScores-Death|liwcScores-Discrep|liwcScores-Excl|liwcScores-Family|liwcScores-Feel|liwcScores-Filler|liwcScores-Friends|liwcScores-Funct|liwcScores-Future|liwcScores-Health|liwcScores-Hear|liwcScores-Home|liwcScores-Humans|liwcScores-I|liwcScores-Incl|liwcScores-Ingest|liwcScores-Inhib|liwcScores-Insight|liwcScores-Ipron|liwcScores-Leisure|liwcScores-Money|liwcScores-Motion|liwcScores-Negate|liwcScores-Negemo|liwcScores-Nonflu|liwcScores-Numbers|liwcScores-Past|liwcScores-Percept|liwcScores-Posemo|liwcScores-Ppron|liwcScores-Prep|liwcScores-Present|liwcScores-Pronoun|liwcScores-Quant|liwcScores-Relativ|liwcScores-Relig|liwcScores-Sad|liwcScores-See|liwcScores-Sexual|liwcScores-SheHe|liwcScores-Social|liwcScores-Space|liwcScores-Swear|liwcScores-Tentat|liwcScores-They|liwcScores-Time|liwcScores-Verbs|liwcScores-We|liwcScores-Work|liwcScores-You|liwcScores-total-sentences|liwcScores-total-words|statement
Legalize drugs|i2Debates/111412 drugs.p|65|R3|JOHN DONVAN|moderator|0|1|1|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|1|0|11|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|1|1|1|1|1|5|3|0|4|0|0|1|0|0|2|3|0|0|0|2|6|0|0|1|3|26|All right. Let's take Asa's question to you, Nick Gillespie. Asa Huntchinson, you were asking what does this new world look like where drugs are legalized?
Legalize drugs|i2Debates/111412 drugs.p|66|R3|ASA HUTCHINSON|against|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|May I frame it?
Legalize drugs|i2Debates/111412 drugs.p|67|R3|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|Sure.
Legalize drugs|i2Debates/111412 drugs.p|68|R3|ASA HUTCHINSON|against|0|7|0|0|0|6|0|15|0|0|3|0|15|15|0|5|4|0|0|0|0|72|2|0|0|0|0|0|5|0|0|0|14|0|4|3|1|0|0|0|0|0|0|11|11|13|25|2|5|0|0|0|0|0|10|1|0|3|1|0|17|0|4|7|4|109|So in terms of -- take heroin or methamphetamine, I would presume if it's legalized the state would be granting licenses so they can regulate the purity and the quality of the heroin and that the methamphetamine is quality stuff. So if you regulate it, and you have to regulate it to tax it, so I am curious, one, is this not another government regime that's being created with a libertarian argument that you're creating? So you're creating more government by your libertarian approach, wanting to legalize drugs because they're going to have to regulate it and tax it -- -- so how's that going to work? I --
Legalize drugs|i2Debates/111412 drugs.p|69|R3|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|All right, Nick Gillespie.
Legalize drugs|i2Debates/111412 drugs.p|70|R3|NICK GILLESPIE|for|0|0|2|0|0|4|0|8|0|0|0|1|12|3|0|0|1|0|0|1|0|41|0|0|0|0|0|0|3|0|0|2|9|0|0|1|2|0|0|0|4|0|2|2|7|7|14|1|5|0|0|0|0|0|1|3|0|0|0|2|12|0|0|1|3|69|-- respectfully submit that I have never taken a drug strong enough for that argument to be convincing. But in Colorado, you know, the initiative that was passed for marijuana legalization was basically, I mean, it was out there, and it's a similar thing in Washington State, to treat marijuana like wine, beer, and alcohol. So it's not a question -- and, Theodore, I think your opposition is --
Legalize drugs|i2Debates/111412 drugs.p|71|R3|THEODORE DALRYMPLE|against|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|6|So it's licensed by the state.
Legalize drugs|i2Debates/111412 drugs.p|72|R3|NICK GILLESPIE|for|0|6|0|0|0|6|0|23|0|0|1|0|13|5|0|1|3|0|0|0|0|68|6|0|0|0|0|2|4|0|0|2|7|0|0|0|1|0|0|0|1|1|0|3|11|8|11|1|5|0|0|1|0|0|1|2|0|0|0|0|25|0|0|1|9|104|-- is a false -- yeah, well, it could be. That remains to be seen actually because each -- Washington State has about a year to figure out the technical implementation and Colorado has about six months, but it's not a choice between anarchy and, I'll ratchet it down, regulatory system, but there will be laws. There will be customs. There will be traditions. There will be advertising. There will be information available. And I -- the real question is about legalizing drugs. Do you consider alcohol to be legal? Let's have a regime that is very similar to that for currently illegal substances.
Legalize drugs|i2Debates/111412 drugs.p|73|R3|JOHN DONVAN|moderator|0|2|0|0|0|3|0|6|0|0|2|0|13|3|0|2|0|0|0|0|0|41|0|0|0|0|0|1|4|0|0|1|10|0|0|2|0|0|0|0|1|0|0|8|9|9|19|1|6|0|0|0|0|0|10|4|0|2|0|0|12|0|0|7|4|69|Let me step in and ask Paul Butler something. Paul, you made -- drew a distinction between treating addiction and punishing addiction, which suggests that perhaps unlike your partner you're talking about addiction as a problem that needs to be addressed by society. Do you split with each other on that? Do you think that it's this -- in other words, are you saying drug use is a problem?
Legalize drugs|i2Debates/111412 drugs.p|74|R3|PAUL BUTLER|for|0|8|6|0|0|8|1|10|4|0|8|0|29|9|0|0|1|0|0|0|0|72|0|4|0|0|0|0|11|0|0|6|15|0|0|1|2|0|0|0|0|0|4|5|17|23|23|1|8|0|0|0|0|0|12|2|0|1|1|2|23|4|0|0|7|132|Well, I think addiction is a medical issue, and I think Nick and I agree that only a small percentage of people who use drugs become addicted to it. So most people are able to use marijuana and other drugs recreationally and go to work the next day. Most people are also able to do that with alcohol. For the percentage of people who have substance abuse problems with it, we know, the good doctor knows, that's a health issue. Police, prosecutors, they make lousy doctors. Jailers make even worse doctors. So the way to treat that problem, the way to heal those people is to use what we know about, and not what we know about locking people up, because what we know about locking people up is, it doesn't work.
Legalize drugs|i2Debates/111412 drugs.p|75|R3|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|Dr. Dalrymple.
Legalize drugs|i2Debates/111412 drugs.p|76|R3|THEODORE DALRYMPLE|against|0|2|3|0|0|2|1|3|0|0|0|1|2|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|3|0|0|0|1|0|0|0|0|0|2|0|0|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|1|15|Well, I actually don't agree that addiction is a -- it's fundamentally a medical problem.
Legalize drugs|i2Debates/111412 drugs.p|77|R3|PAUL BUTLER|for|0|0|0|0|0|1|0|1|0|0|0|0|2|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|2|3|0|0|1|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|6|You think it's a moral problem?
Legalize drugs|i2Debates/111412 drugs.p|78|R3|THEODORE DALRYMPLE|against|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|I do, yes.
Legalize drugs|i2Debates/111412 drugs.p|79|R3|PAUL BUTLER|for|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|Wow.
Legalize drugs|i2Debates/111412 drugs.p|80|R3|THEODORE DALRYMPLE|against|0|19|2|0|0|15|0|18|2|0|0|4|36|8|0|0|2|0|0|0|0|121|0|2|0|0|0|2|8|0|0|6|18|0|0|2|3|1|0|0|2|0|1|12|22|29|33|4|12|1|1|0|0|3|19|4|0|3|2|5|31|0|0|3|11|190|Well, a moral problem and a social problem and psychological problem and a spiritual problem. It's only to a very small extent a medical problem. I mean, there are medical consequences, of course, but this is not what is important. For example, everything -- I think that everything you think about heroin addiction is actually wrong. For example, you probably think that withdrawal effects from heroin are very severe, they're not, they're trivial. And the overwhelming evidence is that, by far, the most suffering from withdrawal effects is psychologically induced; it's anticipatory anxiety, it isn't the -- and there's good experimental evidence about this. You think that its highly addictive, it isn't. Most heroin addicts go at it for about a year before they're ever actually addicted. You think that there's a connection -- I've described the supposed connection between crime and addiction. The idea is that an addict goes out to obtain money in order for his addiction; there's no correlation in the amount of crime he commits and the amount of drugs he takes. And, actually, you find that they're all acquisitive criminals before they ever take heroin.
Legalize drugs|i2Debates/111412 drugs.p|81|R3|JOHN DONVAN|moderator|0|0|0|0|0|17|0|7|2|0|0|0|11|9|0|0|1|0|0|0|0|59|0|0|1|1|0|1|7|2|0|0|5|2|0|2|0|0|0|0|4|1|0|5|10|8|10|0|8|0|0|0|0|0|6|5|0|1|0|0|13|2|0|0|5|104|Let me ask your partner, Asa Hutchinson, a little bit of -- moving the discussion a little bit in a slightly more, perhaps, philosophical direction. Maybe that's the wrong word. But we've heard a few references to alcohol and to prohibition and to the notion that, I think, nobody is disputing that alcohol is a drug on the panel, and the nation did try, amended the Constitution, to outlaw alcohol consumption and decided it was a mistake. So, tonight everybody in the room can go afterwards and enjoy a glass of wine or a beer. What's the difference between alcohol and the prescribed drugs?
Legalize drugs|i2Debates/111412 drugs.p|82|R3|ASA HUTCHINSON|against|0|11|3|0|0|14|0|26|0|0|5|3|30|13|0|3|4|0|0|1|0|140|2|0|0|0|0|0|11|0|0|0|15|0|4|13|4|0|0|0|5|5|3|18|33|26|34|5|38|0|0|4|0|0|19|11|0|3|1|12|39|2|6|15|12|227|They're all problematic drugs subject to abuse. In our democracy, we make decisions on which ones to legalize and which ones not to. Those are decisions that are made. The debate question tonight, though, of course, is legalizing all drugs. And, again, I go back to the question, which relates to ending prohibition in the late 1920s. You ended prohibition on alcohol, use went up, availability went up, regulation went up, taxation went up, and you compare that to legalizing methamphetamine. You're going to have an opportunity for the state to regulate methamphetamine producers, you're going to have it available, because it's going to be legal, and it's going to be taxed, and so, the price will be set by the market place, which is regulated and taxed. And so, the question is, "Will you end crime? Will you end the cartels? Will you end the black market because you regulate methamphetamine? " Of course not. There's going to be those that don't want to pay the taxes, just like they don't want to pay the taxes on cigarettes, and there's going to be a black market there, and you're going to have enforcement efforts, you're going to have criminals out there that are still bypassing the law, and so all of your hope of ending the DEA or ending law enforcement will not happen with legalization.
Legalize drugs|i2Debates/111412 drugs.p|83|R3|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|Nick Gillespie.
Legalize drugs|i2Debates/111412 drugs.p|84|R3|NICK GILLESPIE|for|0|6|2|0|0|6|0|2|0|0|0|0|6|1|0|0|0|0|0|0|0|27|0|0|1|0|0|0|2|0|0|2|1|0|0|0|0|0|0|0|1|1|2|5|6|5|6|1|6|0|0|0|0|0|7|4|0|0|0|1|6|3|0|1|4|52|I think there's a major, kind of, conceptual error when we're talking about crime here. When -- we know that Mexican drug cartels are killing people on both sides of the border. When's the last time you heard about a Dos Equis shoot out? Where a beer distributor crossing the border --
Legalize drugs|i2Debates/111412 drugs.p|85|R3|THEODORE DALRYMPLE|against|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|10|Hundreds of times murders committed under the influence of alcohol.
Legalize drugs|i2Debates/111412 drugs.p|86|R3|NICK GILLESPIE|for|0|1|0|0|0|0|0|2|0|0|0|0|3|0|0|0|1|0|0|0|0|14|0|0|1|0|0|0|0|0|0|0|5|0|0|0|1|0|0|0|2|1|0|1|3|1|6|0|3|0|0|0|0|0|2|0|0|1|0|3|3|0|0|1|2|20|The last time you heard about that sort of thing was during alcohol prohibition. And so, it's not that --
Legalize drugs|i2Debates/111412 drugs.p|87|R3|ASA HUTCHINSON|against|0|0|0|0|0|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2|0|1|2|2|1|0|2|0|0|2|0|0|1|0|0|0|0|0|2|0|0|1|1|10|Are you going to have a black market for methamphetamine?
Legalize drugs|i2Debates/111412 drugs.p|88|R3|NICK GILLESPIE|for|1|4|5|0|0|7|0|20|2|0|3|0|26|13|0|9|5|0|0|0|0|79|6|2|0|0|0|8|4|0|0|3|8|0|0|0|3|4|1|0|10|0|0|13|9|13|26|1|4|0|0|0|0|0|8|0|0|5|0|4|30|3|0|1|7|126|Sure. You know what? We already do. What would happen is, if we had a legal one, the other social harms would be reduced. I'm not a utopian, what I do believe is that not only would responsible individuals have a broader palate of things to make their life better, but also, many bad things would diminish. When we're talking addiction or substance abuse -- you know, I don't drink anymore, because I was a bad drinker; I tried my hardest to drink and drink and drink, I gave it up. If I had to admit that I was a criminal as well as having a substance abuse problem, I doubt that I would've gotten there quite as fast as I did, which was long enough.
Legalize drugs|i2Debates/111412 drugs.p|89|R3|THEODORE DALRYMPLE|against|0|8|0|0|0|16|1|13|0|0|4|1|34|13|0|2|6|0|0|0|0|130|2|0|0|0|0|0|12|0|0|1|21|0|0|7|6|0|0|2|14|1|0|3|39|12|27|5|47|0|0|1|0|2|4|23|0|3|0|17|29|1|0|1|15|211|A couple of small points. The murder rate in Mexico is now between a third and quarter of what it was in the 1940s. That might surprise you, but it is a fact. When we look at the murder rate during prohibition, it is, of course, perfectly true that it went up during prohibition. It went up by 35 percent. And it came down after prohibition was ended. But in the same period before prohibition, the murder rate went up by 85 percent. And in six years between 1900 and 1906, the murder rates in this country went up by 325 percent. So I think that the relationship between violent crime and prohibition is probably not nearly as close as people imagine and that there was a secular trend in which it went up anyway. And you could even make the case that it slowed the rise in the murder rate. I wouldn't make that case. But it's not straight -- it's not as straight forward -- the world did not begin in 1919. And the murder rate went up both absolutely and relatively more before -- in the years before prohibition than during prohibition. And incidentally, Scarface got his scar before prohibition. And he didn't get it from plastic surgery.
Legalize drugs|i2Debates/111412 drugs.p|90|R3|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|Paul Butler?
Legalize drugs|i2Debates/111412 drugs.p|91|R3|PAUL BUTLER|for|0|1|1|0|0|6|0|10|0|0|6|0|15|4|0|0|3|0|0|0|0|43|1|0|0|0|0|0|1|0|0|1|10|0|0|1|4|0|0|0|0|0|1|3|5|10|15|4|3|0|0|0|0|0|6|0|0|3|0|0|12|3|0|0|4|67|So the reason that most people don't smoke isn't because smoking tobacco is a crime. It's because we know it's not good for us. That's the same reason why even a regime of legalization, the vast majority of us are not going to use heroin or meth. But it's public health that will be responsible -- the most responsible way for treating people who abuse those substances.
Legalize drugs|i2Debates/111412 drugs.p|92|R3|JOHN DONVAN|moderator|0|1|3|1|0|4|0|4|0|0|2|1|7|0|1|0|0|0|0|0|0|31|0|0|1|0|0|2|0|0|0|1|8|0|0|1|0|1|0|0|1|3|0|4|8|8|12|0|5|0|0|1|0|2|9|2|0|0|0|0|10|0|0|1|4|66|Paul, can I interrupt? I'm going to ask a question from something that Asa Hutchinson, your opponent said earlier, in which he reported that in the last 30 years, the use of drugs by Americans has declined 50 percent. And he sees that correlation being directly related to causation, that the drug war actually means that fewer men's use drugs. Are you impressed by that statistic?
Legalize drugs|i2Debates/111412 drugs.p|93|R3|PAUL BUTLER|for|0|6|0|0|0|6|0|24|0|0|3|0|24|10|0|5|5|0|0|0|0|108|1|0|0|0|5|2|7|0|0|2|13|0|1|1|3|0|0|3|3|2|0|14|25|26|28|4|23|0|0|2|0|0|27|14|0|5|0|2|31|9|0|3|13|174|I'm not, in part because we have to do our cost-benefit analysis. We have to ask if that's true, is it worth it? The costs have been 2.5 million people in prison, the costs have been one in three young black men with a criminal case, more African-American young men in prison than in college. The cost has been billions of dollars that we can't afford, money away from our schools, away from our healthcare system, going straight to prison. So especially if we understand that those are people who are locked up for using drugs. I don't have a problem. If you steal, if you rob, then yes, you should be punished. But when we're thinking about people who are locked up, 500,000 people, those are nonviolent drug offenders. And again, entirely selective. They're African-American and Latino two-thirds of them. There're some states where 80 to 90 percent of the people in prison for drug crimes are black. And we know that's not the reality of who's using drugs. That's selective law enforcement.
Legalize drugs|i2Debates/111412 drugs.p|94|R3|JOHN DONVAN|moderator|0|0|1|0|0|0|0|1|0|0|0|0|2|0|0|1|0|0|0|1|0|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|2|0|0|0|0|1|1|0|0|1|1|7|Asa Hutchinson, would you like to respond?
Legalize drugs|i2Debates/111412 drugs.p|95|R3|ASA HUTCHINSON|against|0|0|0|0|0|2|0|2|0|0|0|1|9|2|0|0|3|0|0|0|0|24|0|0|0|0|0|1|3|0|0|0|3|0|0|2|1|0|0|0|0|0|0|4|5|4|7|1|4|0|0|0|0|0|4|0|0|0|0|1|4|3|0|0|2|31|Well, first, to go along with my partner, that the issue is not our enforcement policies currently, but it's whether we're going to legalize all drugs. That's the issue before us.
Legalize drugs|i2Debates/111412 drugs.p|96|R3|PAUL BUTLER|for|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|2|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|5|How can you separate those?
Legalize drugs|i2Debates/111412 drugs.p|97|R3|ASA HUTCHINSON|against|0|12|1|0|0|14|0|26|3|2|2|2|16|9|0|3|5|0|0|0|0|132|1|0|0|0|0|0|3|0|0|2|18|0|3|3|3|0|0|0|9|8|0|23|28|30|45|4|27|0|0|7|0|0|22|19|0|3|0|2|43|1|1|20|18|215|Well, I think you can -- that's not the debate topic, how you separate those. But in terms -- if you look at Oxycontin, it's a white abused drug. If you look at LSD, it's a white abused drug. If you look at cocaine, it's -- you know, crack cocaine has minorities. You've got powder cocaine, that's white abused. You've got heroin that's across the board. You've got GHB, you've got ecstasy that was mentioned. So I just don't see the racial component to it. Obviously, I think as head of the -- former head of the DEA, we looked at enforcement policy. You've got to be careful. You don't want to -- the south side of Chicago put all your enforcement resources on the crack distributor when you're ignoring the white guy coming from the suburb. That's wrong enforcement policies. You've got to balance those. But those are remedies within the current system. Legalizing it dramatizes the problem. You still have education issues, as you pointed out, where you have to spend dollars on education, probably even more because you've got more availability out there. You're going to have to spend money on the regulatory side. So all of those issues that are concerned about in society will only increase if you increase legalization.
Legalize drugs|i2Debates/111412 drugs.p|98|R3|NICK GILLESPIE|for|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2|0|0|0|1|4|Can I ask --
Legalize drugs|i2Debates/111412 drugs.p|99|R3|JOHN DONVAN|moderator|0|4|2|0|0|5|0|9|0|0|0|0|11|5|0|1|1|0|0|1|0|51|3|0|0|0|0|7|6|0|0|0|1|0|0|5|0|0|0|2|0|2|1|16|12|8|17|0|12|0|0|2|0|0|15|5|0|1|0|5|12|0|0|8|6|83|Nick Gillespie -- I'm going to let you speak, one second. After Nick speaks, I'd like to start coming to you in the audience for questions. So just remember, raise your hand. I have a little bit of difficulty seeing people who are towards the back and out of the bright lights, so you might want to come forward. If you raise your hand, I'll call on you, and I mic will come to you, and you can ask a question. Nick Gillespie.
Legalize drugs|i2Debates/111412 drugs.p|100|R3|NICK GILLESPIE|for|1|16|6|0|0|26|1|30|0|0|10|1|57|20|0|2|9|0|0|2|0|192|0|0|0|0|0|5|13|0|0|4|23|1|0|4|4|1|0|9|9|1|5|23|44|44|48|8|29|0|0|1|0|0|37|13|0|11|4|14|57|5|0|7|25|335|I mean, I'd like too defer to the experience and the expertise of the opposition to legalization. But I'm left wondering what world we're talking about here. So they're talking about how bad Oxycontin is. Oxycontin is a prescription drug that is already legal and regulated. I don't see how that really has a lot to do with talking about a legalization debate. It's already legal. And here are the stats that are important. The government runs something called the National Survey on Drug Use and Health. And basically, 30 -- in the past month use, they ask people, have you used this drug in the past 30 days, which is kind of a proxy for, you know, a regular user or a casual user. About 7 percent of people over the ages of 12 -- 12-year-olds by the way, you know almost a hundred percent, they say yes to everything. But about 7 percent of Americans say that they've used pot in the past month. That by far -- by a factor of three or more, that's the most widely used illegal drug, or legal drug that's used illegally. The next one is opioids, the prescription drugs that Theodore was talking about, which comes in at 2.7 percent. When you're talking about things like meth and heroin, one- tenth of one percent. Hallucinogens covering a wide range of things, five-tenths of one percent. Crack or cocaine, including crack, six-tenths of one percent. These are nonfactors. And as Paul was suggesting, if they're made legal, who out here is going to be like, finally, heroin is legal, you know? You know, let's go. Let's try it. No. Okay, that's not going to happen. It's about pot. And we all know that pot is not a dangerous drug, that pot is not a gateway anymore than mother's milk, you know, is the ultimate gateway drug because everybody who uses heroin started out with mother's milk. But it's about pot, and we need to focus on that.
Legalize drugs|i2Debates/111412 drugs.p|101|R3|JOHN DONVAN|moderator|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|5|I actually wanted to --
Legalize drugs|i2Debates/111412 drugs.p|102|R3|PAUL BUTLER|for|0|0|0|0|0|1|0|1|0|0|0|0|2|1|0|0|1|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|0|0|0|0|0|0|0|0|1|2|0|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|7|-- it's not an issue then --
Legalize drugs|i2Debates/111412 drugs.p|103|R3|JOHN DONVAN|moderator|0|0|0|0|0|2|0|2|0|0|1|0|7|2|0|4|2|0|0|0|0|14|1|0|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|2|0|0|4|5|4|0|0|0|0|0|0|0|4|0|0|2|0|0|7|0|0|0|1|27|I want to hear the -- I want to hear your opponents respond to the notion of whether drug use overall would soar if it were legalized.
Legalize drugs|i2Debates/111412 drugs.p|104|R3|THEODORE DALRYMPLE|against|0|0|0|0|0|0|0|1|0|0|0|1|3|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|1|9|Well, no one can say with any absolute certainty.
Legalize drugs|i2Debates/111412 drugs.p|105|R3|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|1|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|Well, I know, but --
Legalize drugs|i2Debates/111412 drugs.p|106|R3|THEODORE DALRYMPLE|against|0|1|0|0|0|3|0|3|0|0|0|1|8|0|0|0|3|0|0|0|0|20|0|0|0|0|0|2|0|0|0|1|4|0|0|0|2|0|0|1|0|0|0|2|3|4|6|1|0|0|0|0|0|0|6|0|0|0|0|0|4|0|0|0|1|31|But all one can say -- I don't know what to say to someone who tells me that the deaths of 15,000 people a year is not really a problem --
Legalize drugs|i2Debates/111412 drugs.p|107|R3|NICK GILLESPIE|for|0|2|0|0|0|1|0|1|0|0|1|0|2|1|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|1|2|2|3|0|0|0|0|0|0|0|2|0|0|0|0|0|2|0|0|1|1|12|-- the incarceration of 500,000 people, you know, that's about how --
Legalize drugs|i2Debates/111412 drugs.p|108|R3|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|2|0|3|1|0|0|0|0|0|0|0|4|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|1|2|0|1|0|0|0|0|2|2|1|0|0|0|0|2|0|0|0|1|7|Let him make his point and --
Legalize drugs|i2Debates/111412 drugs.p|109|R3|THEODORE DALRYMPLE|against|0|6|6|0|0|9|1|15|0|0|3|3|28|5|0|3|8|0|0|1|0|82|2|0|0|0|0|0|3|0|0|2|10|0|2|2|5|0|0|0|10|0|7|4|17|11|14|4|9|0|0|0|0|0|4|5|0|6|0|2|24|0|0|2|11|135|Hang on. And 2 million people being addicted to it. So it is actually an important point that if you make something readily available, the use of it can increase catastrophically. Now, I can't, of course, say, that I know for a fact if methamphetamine were just available like everything else, or crack were available, you just went down and got it, of course not everybody would take it. But I have an experience. And this was an experience working in Africa with some expatriates. And for various reasons I won't go into, alcohol became -- virtually free of charge. And the result was absolutely catastrophic. The increase in the consumption was enormous. And, of course, not -- in fact, the majority of people didn't take it to extremes. But 20 percent of people did.
Legalize drugs|i2Debates/111412 drugs.p|110|R3|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|1|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|3|2|3|0|3|0|0|0|0|0|0|3|0|0|0|0|2|0|0|0|1|12|Asa, your partner wants to join in on this point, I think.
Legalize drugs|i2Debates/111412 drugs.p|111|R3|ASA HUTCHINSON|against|0|6|1|0|0|9|0|12|0|0|3|1|17|12|0|1|2|0|0|0|0|80|0|0|0|0|0|1|6|0|0|2|6|0|0|6|2|0|0|0|3|0|1|10|18|12|18|2|19|0|0|0|0|0|9|6|0|2|2|0|16|1|1|4|13|136|I agree. I think logic tells you usage goes up. But recent information, Alaska, through a court case, decriminalized marijuana in the 70s. Usage went up. Parents were concerned, and they voted to recriminallize it in the '90s. That's a historic experience among our states. And so usage did go up, and parents recognized that and reversed the trend in Alaska. This debate is not about marijuana. It is drugs, plural. And to be consistent in your philosophy of libertarianism, which my colleagues are consistent, they recognize it doesn't do any good to legalize one. You have to legalize all. And if you -- because that's the only way you're going to change the environment of enforcement, to change the environment of police and so on. And so the debate tonight is about legalizing all drugs.
